dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr
10055485,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055485",SD02038,,"Branch Mint Mine",44.33552,-103.63224,NA,"United States","South Dakota",Lawrence,M,Silver,Lead,,Unknown,Replacement,S,"Past Producer",Silver,,,,,,"Thoroughly Oxidized.  The Quartzite Below The Ore Is Heavily Impregnated With Manganese And Iron Oxides.",,,"Vertical Fractures","Barari, Rachel A.",,,,,,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688",,,,,,,,
10055486,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055486",SD02039,,"Anaconda Mine",44.27413,-103.67168,NA,"United States","South Dakota",Lawrence,M,Gold,,"Lead, Zinc, Copper",Unknown,,S,"Past Producer","Chalcopyrite, Galena, Sphalerite","Chlorite, Mica, Pyrite, Pyrrhotite",,"SADDLE REEF",Underground,,,,"Cloverleaf Mine, Uncle Sam Mine","Saddle Reef At Top Of Anticlinal Fold","Barari, Rachel A.","Mica Schist","Mica Schist",,,"Anticlinal Fold Plunges 40 Deg To The Southeast And Trends North 60 Deg West.",,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .US GEOLOGICAL SURVEY, US BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16 .U.S. GEOLOGICAL SURVEY, U.S. BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16 .",,,,,,1878,,
10055487,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055487",SD02040,,"Anchor Mountain Mine",44.3369,-103.63613,NA,"United States","South Dakota",Lawrence,M,Gold,,,Unknown,Replacement,N,Occurrence,,,,,Underground,,,,,,"Barari, Rachel A.",,,"Quartz Monzonite Laccolith","Quartz Monzonite",,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688",,,,,,,,
10055488,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055488",SD02041,,"Anaconda Mining Company",44.27774,-103.71446,NA,"United States","South Dakota",Lawrence,M,"Gold, Silver",,,Unknown,,N,Occurrence,"Gold, Silver",Quartz,,,Underground,,,,,,"Barari, Rachel A.",,Schist,,,,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688",,,,,,,,
10055489,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055489",SD02042,,"Alice Mine",44.3169,-103.63974,NA,"United States","South Dakota",Lawrence,M,Silver,Lead,,Unknown,Replacement,S,"Past Producer","Galena, Lead, Silver",,,,,,,,,"Vertical Fractures","Barari, Rachel A.",,,,,,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688",,,,,,,,
10055491,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055491",SD02045,,"Bullion Mine",44.32746,-103.64196,NA,"United States","South Dakota",Lawrence,M,Silver,Lead,,Unknown,Replacement,S,"Past Producer","Galena, Lead, Silver",,,,,,,,,"Vertical Fractures Trend S 75 Deg E, Dip 85 Deg S;  Upper Contact Zone","Barari, Rachel A.",,,,,,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688",,,,,,,,
10055492,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055492",SD02046,,"Bion Mine",44.3194,-103.65224,NA,"United States","South Dakota",Lawrence,M,"Gold, Silver, Sulfur-Pyrite",,,Unknown,Replacement,N,Occurrence,"Gold, Pyrite, Silver",,,,,,,,"Chico Claim",,"Barari, Rachel A.",,,,,,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688",,,,,,,,
10055511,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055511",SD02072,,"Monarch Mine",44.34385,-103.69724,NA,"United States","South Dakota",Lawrence,M,Gold,Silver,,Unknown,Replacement,S,"Past Producer","Gold, Silver",,,,Underground,,,,,"In Dolomite Above Basal Quartzite, Lower Contact Zone","Barari, Rachel A.",,,"Porphyry Sills","Plutonic Rock",,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .SHAPIRO, LEWIS H., AND GRIES, JOHN P., 1970 , ORE DEPOSITS IN ROCKS OF PALEOZOIC AND TERTIARY AGE OF THE NORTHERN BLACK HILLS, SOUTH DAKOTA, SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY.",,,,,,,,
10055512,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055512",SD02074,,"Montezuma and the Whizzers Mine",44.37052,-103.74335,NA,"United States","South Dakota",Lawrence,M,Sulfur-Pyrite,"Gold, Copper",,Unknown,Replacement,Y,"Past Producer","Chalcopyrite, Gold, Pyrite",,,,Underground,,,"Quartz-Pyrite Replacement","Gilmore Mine","Replacement Occurs In A Black Graphitic Slate Member","Barari, Rachel A.","Flag Rock Formation",Slate,,,,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I BUREAU OF MINES INFORMATION CIRCULAR 7688",,,,,,,,
10055515,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055515",SD02077,,"Hoffman Iron Deposit Mine",44.30913,-103.6964,NA,"United States","South Dakota",Lawrence,M,Iron,Manganese,,Unknown,Placer,S,"Past Producer","Hematite, Iron",,,HORIZONTAL,Surface,,,,,"Basal Conglomerate Of Deadwood Formation","Barari, Rachel A.",,,,,,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .",,1948,,,,,,
10055516,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055516",SD02079,,"Horseshoe - Comet Mine",44.32802,-103.63807,NA,"United States","South Dakota",Lawrence,M,"Silver, Sulfur-Pyrite","Lead, Gold","Zinc, Copper",Unknown,Replacement,S,"Past Producer","Chalcopyrite, Galena, Gold, Pyrite, Silver, Sphalerite, Tetrahedrite",,,IRREGULAR,,,"Less Oxidized Than Other Mines In The Area",,,"Lower Ore Horizon.  Displacement By A Series Of Intrusive Sills","Barari, Rachel A.",,,Sills,"Plutonic Rock",,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .SHAPIRO, LEWIS H., AND GRIES, JOHN P., 1970 , ORE DEPOSITS IN ROCKS OF PALEOZOIC AND TERTIARY AGE OF THE NORTHERN BLACK HILLS, SOUTH DAKOTA, SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY.",,,,,,,,
10055517,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055517",SD02080,,"Merritt No. 1 Mine",44.33135,-103.63946,NA,"United States","South Dakota",Lawrence,M,Gold,"Lead, Silver",,Unknown,Replacement,S,"Past Producer","Galena, Gold, Silver",Pyrite,,,Underground,,"Varying Stages Of Oxidation.  Higher In Sulfides Than Other Mines In The Area",,"Merritt No. 2 Mine, Double Rainbow Group","Lower Ore Horizon In Vertical Fractures","Barari, Rachel A.",,,,,,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .SHAPIRO, LEWIS H., AND GRIES, JOHN P., 1970 , ORE DEPOSITS IN ROCKS OF PALEOZOIC AND TERTIARY AGE OF THE NORTHERN BLACK HILLS, SOUTH DAKOTA, SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY.",,,,,,,,
10055524,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055524",SD02090,,"Savage Mine",44.33135,-103.63751,NA,"United States","South Dakota",Lawrence,M,"Silver, Lead",,,Unknown,Replacement,S,"Past Producer","Lead, Silver",,,,Underground,,,,"Double Rainbow Group","Upper Contact Zone About 70 Feet Below The White Quartzite, Which Forms The Top Of The Formation, Three Sets Of Vertical Fractures - N 25 Deg. E, East - West, And S 75 - 85 Deg. E.","Barari, Rachel A.",,,,,"The Deadwood Formation Dips 8 - 16 Deg. Ne Within The Mine.",,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .",,,,,,,,
10055525,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055525",SD02092,,"Queen of the Hills Mine",44.35829,-103.72557,NA,"United States","South Dakota",Lawrence,M,"Gold, Silver",,,Unknown,Replacement,S,"Past Producer","Gold, Silver",,,,Surface/Underground,,,,,"Occurs At Contacts Between Quartz Veins, Tertiary Intrusions And Precambrian Schists","Barari, Rachel A.",Schists,Schist,"Porphyry Intrusions","Plutonic Rock",,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688",,1904,,,,,,
10055528,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055528",SD02096,,"El Refugio Mine",44.33746,-103.63418,NA,"United States","South Dakota",Lawrence,M,Silver,Lead,,Unknown,Replacement,S,"Past Producer","Galena, Silver",Iron,,,Surface/Underground,,,,,"Vertical Fracture, Upper Ore Horizon","Barari, Rachel A.",,,,,,"Thoroughly Oxidized Carbonate Ore","US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688",,,,,,,,
10055534,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055534",SD02105,,"Double Rainbow Mine",44.33607,-103.63196,NA,"United States","South Dakota",Lawrence,M,Silver,Lead,,Unknown,,S,"Past Producer",,Pyrite,,VUGS,Underground,,"Badly Oxidized",,"Gulch Claims, Richmond - Sitting Bull, Tiger Tail, Silver Terra, Grand View","Upper Mineralized Ore Zone And Basal Quartzite, Two Sets Of Vertical Fractures","Barari, Rachel A.",,,,,,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .US GEOLOGICAL SURVEY, US BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16 .",,,,,,1876,,
10055538,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055538",SD02110,,"Hoodoo - Union Hill Mine",44.33163,-103.67557,NA,"United States","South Dakota",Lawrence,M,"Silver, Gold",,,Unknown,,S,"Past Producer","Gold, Silver","Limonite, Pyrite",,,Underground,,"Pyrite Cementing Material Oxidized To Limestone Near Surface",,"Eureka Mine","Brecciated Zones","Barari, Rachel A.",,"Quartz Monzonite","Quartz Monzonite Porphyry","Quartz Monzonite",,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .US GEOLOGICAL SURVEY, US BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16 .US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 US GEOLOGICAL SURVEY, US BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16",,,,,,,,
10055542,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055542",SD02116,,"Slavonian Mine",44.35413,-103.74501,NA,"United States","South Dakota",Lawrence,M,Sulfur-Pyrite,Copper,,Unknown,Replacement,S,"Past Producer","Chalcopyrite, Pyrite",,,,,,,,"Glover Mine",,"Barari, Rachel A.",,,,,,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688",,1890,,,,,,
10055544,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055544",SD02119,,"Hayes Mine",44.31774,-103.64668,NA,"United States","South Dakota",Lawrence,M,Gold,"Lead, Silver",,Unknown,Replacement,S,"Past Producer","Lead, Silver",,,,Underground,,,"Replacement In Sandy Dolomite Bed","Rutherford B Hayes Mine","Ore Zone Is In The Lower Contact Zone Of The Deadwood Formation And In Vertical Fractures","Barari, Rachel A.",,,,,"The Deadwood Formation Has A Regional Dip Of 10 Deg Ne, Minor Faulting In Northeast Part.  Displacements A Few Inches To 9 Feet",,"U.S. BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688",,,,,,,,
10055548,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055548",SD02125,,"Puritan Mine",44.34774,-103.70974,NA,"United States","South Dakota",Lawrence,M,"Silver, Lead",,,Unknown,Replacement,S,"Past Producer","Lead, Silver",,,FLAT-LYING,Underground,,,,,"Lower Contact Zone","Barari, Rachel A.",,,,,,,"U.S. BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .SHAPIRO, L. H., AND GRIES, J. P., 1970 , ORE DEPOSITS IN ROCKS OF PALEOZOIC AND TERTIARY AGE OF THE NORTHERN BLACK HILLS, SOUTH DAKOTA, SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY.",,,,,,,,
10055552,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055552",SD02130,,"Oro Hondo Mine",44.33718,-103.74418,NA,"United States","South Dakota",Lawrence,M,"Gold, Silver",,,Unknown,,N,Occurrence,"Gold, Silver",,,,Underground,,,,,,"Barari, Rachel A.",,,,,,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688",,,,,,,,
10055565,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055565",SD02148,,"War Eagle Mine",44.3294,-103.63807,NA,"United States","South Dakota",Lawrence,M,"Silver, Lead",,,Unknown,Replacement,S,"Past Producer","Lead, Silver",,,,Underground,,"Oxidized To Soft Yellow-Brown Material And Lies On Heavily Manganese Stained Quartzite",,"Double Rainbow Group","In The Upper Ore Horizon, Three Sets Of Vertical Fractures","Barari, Rachel A.",,,,,"Deadwood Formation Dips 10 Deg Ne",,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART 1 , BUREAU OF MINES INFORMATION CIRCULAR 7688 .SHAPIRO, L. H., AND GRIES, J. P., 1970 , ORE DEPOSITS IN ROCKS OF PALEOZOIC AND TERTIARY AGE OF THE NORTHERN BLACK HILLS, SOUTH DAKOTA, SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY.",,,,,,,,
10055570,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055570",SD02155,,"Golden Crest Mine",44.33135,-103.64918,NA,"United States","South Dakota",Lawrence,M,"Gold, Silver",,,Unknown,,S,"Past Producer","Gold, Silver",,,,Underground,,,,,"Developed Along A Nearly Vertical Shear Zone.","Barari, Rachel A.",,,,,"Northeast Side Is Uplifted Apparently As A Result Of Igneous Intrusion",,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .SHAPIRO, LEWIS H., AND GRIES,JOHN P., 1979 , ORE DEPOSITS IN ROCKS OF PALEOZOIC AND TERTIARY AGE OF THE NORTHERN BLACK HILLS, SOUTH DAKOTA, SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY.",,,,,,,,
