dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr
10055439,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055439",SD01984,,"Homestake Mine - 1961",44.36265,-103.79454,NA,"United States","South Dakota",Lawrence,M,Gold,Silver,,Unknown,,S,Producer,,,,,,,,,,,"Barari, Rachel A.",,,,,,,"U. S. GEOLOGICAL SURVEY, U. S. BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16  { BIENIEWSKI, C. L., AND AGNEW, A. F., 1964 , THE MINERAL INDUSTRY OF SOUTH DAKOTA IN 1962 , SOUTH DAKOTA GEOLOGICAL SURVEY MINERALS REPORT 10",,,,,,,,
10055440,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055440",SD01986,,"Homestake Mine - 1963",44.36265,-103.79454,NA,"United States","South Dakota",Lawrence,M,Gold,Silver,,Unknown,,S,Producer,,,,,,,,,,,"Barari, Rachel A.",,,,,,,"U. S. GEOLOGICAL SURVEY, U. S. BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16  { BIENIEWSKI, C. L., AND MCGREGOR, D. J., 1965 , THE MINERAL INDUSTRY OF SOUTH DAKOTA IN 1963 , SOUTH DAKOTA GEOLOGICAL SURVEY MINERALS REPORT 11",,,,,,,,
10055441,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055441",SD01987,,"Homestake Mine - 1964",44.36265,-103.79454,NA,"United States","South Dakota",Lawrence,M,Gold,Silver,,Unknown,,S,Producer,,,,,,,,,,,"Barari, Rachel A.",,,,,,,"U. S. GEOLOGICAL SURVEY, U. S. BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16  { STOTELMEYER, R. B., KOCH, C. A., AND MCGREGOR, D. J., 1966 , THE MINERAL INDUSTRY OF SOUTH DAKOTA IN 1964 , SOUTH DAKOTA GEOLOGICAL SURVEY MINERALS REPORT 12",,,,,,,,
10055442,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055442",SD01989,,"Homestake Mine - 1966",44.36265,-103.79454,NA,"United States","South Dakota",Lawrence,M,Gold,Silver,,Unknown,,S,Producer,,,,,,,,,,,"Barari, Rachel A.",,,,,,,"U. S. GEOLOGICAL SURVEY, U. S. BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16  { PERSSE, F. H., AND HENKES, W. C., 1968 , THE MINERAL INDUSTRY OF SOUTH DAKOTA IN 1966 , SOUTH DAKOTA GEOLOGICAL SURVEY MINERALS REPORT 14",,,,,,,,
10055443,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055443",SD01991,,"Homestake Mine - 1968",44.36265,-103.79454,NA,"United States","South Dakota",Lawrence,M,Gold,Silver,,Unknown,,S,Producer,,,,,,,,,,,"Barari, Rachel A.",,,,,,,"U. S. GEOLOGICAL SURVEY, U. S. BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16 { SMITH, M. C., AND HENKES, W. C., 1970 , THE MINERAL INDUSTRY OF SOUTH DAKOTA IN 1968 , SOUTH DKOTA GEOLOGICAL SURVEY MINERALS REPORT 16",,,,,,,,
10055444,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055444",SD01993,,"Homestake Mine - 1970",44.36265,-103.79454,NA,"United States","South Dakota",Lawrence,M,Gold,Silver,,Unknown,,S,Producer,,,,,,,,,,,"Barari, Rachel A.",,,,,,,"U. S. GEOLOGICAL SURVEY, U. S. BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16 { HOYT, C. D., 1972 , THE MINERAL INDUSTRY OF SOUTH DAKOTA IN 1970 , SOUTH DAKOTA GEOLOGICAL SURVEY MINERALS REPORT 17",,,,,,,,
10055445,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055445",SD01995,,"Homestake Mine - 1972",44.36265,-103.79454,NA,"United States","South Dakota",Lawrence,M,Gold,Silver,,Unknown,,S,Producer,,,,,,,,,,,"Barari, Rachel A.",,,,,,,"U. S. GEOLOGICAL SURVEY, U. S. BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16 { WEST, J. M., 1974 , THE MINERAL INDUSTRY OF SOUTH DAKOTA IN 1972 , SOUTH DAKOTA GEOLOGICAL SURVEY MINERALS REPORT 19",,,,,,,,
10055446,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055446",SD01996,,"Homestake Mine - 1973",44.36265,-103.79454,NA,"United States","South Dakota",Lawrence,M,Gold,Silver,,Unknown,,S,Producer,,,,,,,,,,,"Barari, Rachel A.",,,,,,,"U. S. GEOLOGICAL SURVEY, U. S. BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16 { WEST, J. M., 1976 , THE MINERAL INDUSTRY OF SOUTH DAKOTA IN 1973 , SOUTH DAKOTA GEOLOGICAL SURVEY MINERALS REPORT 20",,,,,,,,
10055447,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055447",SD01998,,"Homestake Mine - 1975",44.36265,-103.79454,NA,"United States","South Dakota",Lawrence,M,Gold,Silver,,Unknown,,S,Producer,,,,,,,,,,,"Barari, Rachel A.",,,,,,,"AASE, J. M., AND WALLACE, J. A., 1978 , THE MINERAL INDUSTRY OF SOUTH DAKOTA IN 1975 , SOUTH DAKOTA GEOLOGICAL SURVEY MINERALS REPORT 22",,,,,,,,
10055448,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055448",SD02000,,"Homestake Mine - 1977",44.36265,-103.79454,NA,"United States","South Dakota",Lawrence,M,Gold,Silver,,Unknown,,S,Producer,,,,,,,,,,,"Barari, Rachel A.",,,,,,,"AASE, J. M., AND STEECE, F. V., 1978 , MINERALS IN THE ECONOMY OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY, MINERALS REPORT 23",,,,,,,,
10055449,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055449",SD02001,,"Bald Mountain Mining Company",44.3544,-103.8353,NA,"United States","South Dakota",Lawrence,M,Gold,Silver,,Unknown,Replacement,S,"Past Producer","Gold, Silver",,,,,,"Dolomite Beds Replaced Outward From The Fractures",,,"Vertical Mineralized Fractures.  Produces From Both Upper And Lower Ore Horizons.  Produces From Both Upper And Lower Ore Horizons","Barari, Rachel A.",,,,"Plutonic Rock","Black Hills",Dome,"U. S. GEOLOGICAL SURVEY, U. S. BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .",,,,,,1877,,
10055450,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055450",SD02002,,"Dividend Decorah Mine",44.36413,-103.83725,NA,"United States","South Dakota",Lawrence,M,"Gold, Silver",,,Unknown,Replacement,S,"Past Producer","Gold, Silver",,,,,,,,,"Lower Contact Zone Overlying Basal Quartzite;  Vertical Fractures","Barari, Rachel A.",,,,,,,"U. S. GEOLOGICAL SURVEY, U. S. BUREAU OF RECLAMATION, SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16ROBERTS, W. L., AND RAPP, GEORGE, 1965 , MINERALOGY OF THE BLACK HILLS, SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY BULLETIN 18US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .",,,,,,,,
10055451,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055451",SD02003,,"Clinton Mine",44.34052,-103.84058,NA,"United States","South Dakota",Lawrence,M,"Gold, Silver",,,Unknown,Replacement,S,"Past Producer","Gold, Silver","Dolomite, Limonite, Pyrite, Quartz, Talc",,,,,"Brown Or Oxidized Ore",,,"Vertical Fracture That Trends Ne, Lower Ore Zone","Barari, Rachel A.",,,,,,,"U.S. GEOLOGICAL SURVEY, U.S. BUREAU OF RECLAMATION, SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .",,1896,,,,,,
10055452,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055452",SD02004,,"Folger Mine",44.34024,-103.8353,NA,"United States","South Dakota",Lawrence,M,Gold,Silver,,Unknown,Replacement,S,"Past Producer","Gold, Silver",Pyrite,,,,,,,,"Upper Ore Contact Zone 25 Ft. Below Top Of The Deadwood Formation;  Minor Vertical Fracture","Barari, Rachel A.",,,,,,,"U.S. GEOLOGICAL SURVEY, U.S. BUREAU OF RECLAMATION, SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .",,,,,,,,
10055453,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055453",SD02005,,"Portland Mine",44.34413,-103.84447,NA,"United States","South Dakota",Lawrence,M,Gold,Silver,,Unknown,Replacement,S,"Past Producer","Gold, Silver","Dolomite, Pyrite",,,,,,,,"Series Of Major Fractures","Barari, Rachel A.",,,,,,,"U.S. GEOLOGICAL SURVEY, U.S. BUREAU OF RECLAMATION, SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .",,,,,,1877,,
10055454,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055454",SD02006,,"Dakota Group",44.34385,-103.84614,NA,"United States","South Dakota",Lawrence,M,Gold,Silver,,Unknown,Replacement,S,"Past Producer","Gold, Silver",,,,,,,,"Rehl, Lucy, Tiger, Mono, Puggy, Gunnison, Vulcan, Little Rock, Joseph, Jim, And Wedge Claims","Lower Contact Zone","Barari, Rachel A.",,,,,,,"U.S. GEOLOGICAL SURVEY, U.S. BUREAU OF RECLAMATION, SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .",,,,,,,,
10055457,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055457",SD02009,,"Mogul Mine",44.32607,-103.8153,NA,"United States","South Dakota",Lawrence,M,"Silver, Gold",,,Unknown,Replacement,S,"Past Producer","Gold, Silver",,,,Underground,,"Dolomite Beds Replaced Outward From The Fractures",,"Great Mogul Mine, Welcome Mine","Vertical Mineralized Fractures","Barari, Rachel A.",,,"Porphyry Dike","Plutonic Rock","Black Hills, Fault - Maximum 100 Ft. Throw",Dome,"U.S. GEOLOGICAL SURVEY, U.S. BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .U. S. GEOLOGICAL SURVEY, U. S. BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16",,,,,,,,
10055461,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055461",SD02013,,"Golden Reward Mine",44.33107,-103.80225,NA,"United States","South Dakota",Lawrence,M,"Gold, Silver",Tellurium,,Unknown,Replacement,S,"Past Producer","Gold, Silver, Sylvanite",Dolomite,,,Surface/Underground,,,,"Double Standard Mine","Lower Ore Horizon;  Two Sets Of Vertical Fractures, One Trends North - South And One N 30 Deg E","Barari, Rachel A.",,,,"Plutonic Rock",,"South Flank Of The Lead Dome","ROBERTS, W. L., AND RAPP, G., 1965 , MINERALOGY OF THE BLACK HILLS, SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY BULLETIN 18US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .U. S. GEOLOGICAL SURVEY, U. S. BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16",,,,,,,,
10055463,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055463",SD02015,,"American Eagle Mine",44.35496,-103.83475,NA,"United States","South Dakota",Lawrence,M,"Gold, Silver",,,Unknown,Replacement,S,"Past Producer","Gold, Silver",,,,,,,,,"Upper Contact Ore Zone","Barari, Rachel A.",,,,,,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .",,,,,,,,
10055466,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055466",SD02018,,"Apex Mine",44.34218,-103.83697,NA,"United States","South Dakota",Lawrence,M,"Gold, Silver",,,Unknown,Replacement,S,"Past Producer","Gold, Silver",,,,,,,,,"The Ore Is Along Vertical Fractures Cutting The Upper Horizon Of The Deadwood Formation.","Barari, Rachel A.",,,,,"Lead Dome",,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .",,1891,,,,,,
10055473,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055473",SD02026,,"Reliance Mine",44.33746,-103.86419,NA,"United States","South Dakota",Lawrence,M,"Gold, Silver",,,Unknown,Replacement,S,"Past Producer","Gold, Silver",,,,,,,,"University Claim, Ak-Sar-Ben Claim, Bunker Hill Claim, Iron Duke Claim, Katie Claim, Monitor Claim","Vertical Fractures;  Upper Contact Zone","Barari, Rachel A.",,,,,,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688US GEOLOGICAL SURVEY, US BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16 .",,,,,,,,
10055474,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055474",SD02027,,"Ben Hur Mine",44.33746,-103.82697,NA,"United States","South Dakota",Lawrence,M,"Silver, Gold",,,Unknown,Replacement,S,"Past Producer","Gold, Silver",,,,,,"Thoroughly Oxidized",,,"South And Southwest Trending Vertical Fractures;  Lower Contact Zone","Barari, Rachel A.",,,"Porphyry Sills And Dikes","Plutonic Rock","Fault, Sill And Dike",,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688",,1898,,,,,,
10055476,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055476",SD02029,,"Alameda Mine",44.3419,-103.83252,NA,"United States","South Dakota",Lawrence,M,"Gold, Silver",,,Unknown,Replacement,S,"Past Producer","Gold, Silver",,,,,,,,,"Vertical Fractures Which Trend North 35 Deg East; Upper Ore Zone","Barari, Rachel A.",,,,,,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .",,,,,,,,
10055477,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055477",SD02030,,"Alpha-Platus Mine",44.3369,-103.81614,NA,"United States","South Dakota",Lawrence,M,"Silver, Gold",,,Unknown,Replacement,S,"Past Producer","Gold, Silver",,,,Underground,,"Oxidized Ore",,"Golden Reward Group","North - South Fractures;  Lower Ore Zone;  Northern Extension Of The Tornado Ore Bodies","Barari, Rachel A.",,,,,"Series Of Minor North - South Faults Complicates The Structure And The 91 M Tornado Fault Cuts Off The Mine To The West.",,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688",,,,,,,,
10055478,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055478",SD02031,,"Alder Creek Gold Mining Company",44.32552,-103.76001,NA,"United States","South Dakota",Lawrence,M,"Gold, Silver, Tungsten",,,Unknown,,S,"Past Producer","Gold, Silver",,,,,,,,"Little Blue Claim, Pansy Claim","Basal Quartzite","Barari, Rachel A.","Deadwood Formation",Quartzite,,,,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA;  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .",,,,,,,,
10055479,"https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10055479",SD02032,,"Esmeralda Mine",44.37302,-103.77058,NA,"United States","South Dakota",Lawrence,M,"Gold, Silver",,,Unknown,Placer,S,"Past Producer","Gold, Silver",,,,,,,,"Baltimore and Deadwood Claim, Hidden Treasure Claim","Cement Ore Or Basal Conglomerate In The Deadwood Formation","Barari, Rachel A.",,,,,,,"US BUREAU OF MINES, 1954 , BLACK HILLS MINERAL ATLAS, SOUTH DAKOTA:  PART I, BUREAU OF MINES INFORMATION CIRCULAR 7688 .US GEOLOGICAL SURVEY, US BUREAU OF RECLAMATION, AND SOUTH DAKOTA GEOLOGICAL SURVEY, 1975 , MINERAL AND WATER RESOURCES OF SOUTH DAKOTA, SOUTH DAKOTA GEOLOGICAL SURVEY BULLETIN 16 .",,,,,,,,
